"neighborhood","crimetype","occurrence","family.with.kids.severity.","Student.severity.","elderly.severity."
"RAINIER VIEW","BURGLARY-RESIDENTIAL-SECURE PARKING",1,8,7,4
"RAINIER VIEW","CAR PROWL",1465,5,5,5
"RAINIER VIEW","DUI",138,6,7,5
"RAINIER VIEW","FAMILY OFFENSE-NONVIOLENT",120,3,4,4
"RAINIER VIEW","HOMICIDE",6,10,10,10
"RAINIER VIEW","LIQUOR LAW VIOLATION",6,1,2,2
"RAINIER VIEW","MOTOR VEHICLE THEFT",682,1,2,2
"RAINIER VIEW","NARCOTIC",83,10,9,8
"RAINIER VIEW","RAPE",17,9,8,9
"RAINIER VIEW","ROBBERY-COMMERCIAL",2,5,5,5
"RAINIER VIEW","ROBBERY-RESIDENTIAL",24,8,7,9
"RAINIER VIEW","ROBBERY-STREET",109,7,7,9
"RAINIER VIEW","SEX OFFENSE-OTHER",56,8,6,6
"RAINIER VIEW","THEFT-ALL OTHER",533,3,2,3
"RAINIER VIEW","THEFT-BICYCLE",7,2,4,2
"RAINIER VIEW","THEFT-BUILDING",99,5,4,5
"RAINIER VIEW","THEFT-SHOPLIFT",18,1,2,1
"RAINIER VIEW","TRESPASS",64,4,2,5
"RAINIER VIEW","WEAPON",86,9,8,9
"ROOSEVELT/RAVENNA","",10,NA,NA,NA
"ROOSEVELT/RAVENNA","AGGRAVATED ASSAULT",244,7,7,8
"ROOSEVELT/RAVENNA","AGGRAVATED ASSAULT-DV",128,5,5,6
"ROOSEVELT/RAVENNA","ARSON",26,8,8,10
"ROOSEVELT/RAVENNA","BURGLARY-COMMERCIAL",957,1,1,3
"ROOSEVELT/RAVENNA","BURGLARY-COMMERCIAL-SECURE PARKING",20,1,1,3
"ROOSEVELT/RAVENNA","BURGLARY-RESIDENTIAL",1986,8,7,4
"ROOSEVELT/RAVENNA","BURGLARY-RESIDENTIAL-SECURE PARKING",353,8,7,4
"ROOSEVELT/RAVENNA","CAR PROWL",6959,5,5,5
"ROOSEVELT/RAVENNA","DISORDERLY CONDUCT",4,3,4,4
"ROOSEVELT/RAVENNA","DUI",353,6,7,5
"ROOSEVELT/RAVENNA","FAMILY OFFENSE-NONVIOLENT",161,3,4,4
"ROOSEVELT/RAVENNA","HOMICIDE",4,10,10,10
"ROOSEVELT/RAVENNA","LIQUOR LAW VIOLATION",35,1,2,2
"ROOSEVELT/RAVENNA","MOTOR VEHICLE THEFT",2071,1,2,2
"ROOSEVELT/RAVENNA","NARCOTIC",131,10,9,8
"ROOSEVELT/RAVENNA","PORNOGRAPHY",4,0,0,0
"ROOSEVELT/RAVENNA","PROSTITUTION",12,8,7,7
"ROOSEVELT/RAVENNA","RAPE",47,9,8,9
"ROOSEVELT/RAVENNA","ROBBERY-COMMERCIAL",184,5,5,5
"ROOSEVELT/RAVENNA","ROBBERY-RESIDENTIAL",22,8,7,9
"ROOSEVELT/RAVENNA","ROBBERY-STREET",189,7,7,9
"ROOSEVELT/RAVENNA","SEX OFFENSE-OTHER",187,8,6,6
"ROOSEVELT/RAVENNA","THEFT-ALL OTHER",1747,3,2,3
"ROOSEVELT/RAVENNA","THEFT-BICYCLE",551,2,4,2
"ROOSEVELT/RAVENNA","THEFT-BUILDING",562,5,4,5
"ROOSEVELT/RAVENNA","THEFT-SHOPLIFT",2042,1,2,1
"ROOSEVELT/RAVENNA","TRESPASS",379,4,2,5
"ROOSEVELT/RAVENNA","WEAPON",83,9,8,9
"ROXHILL/WESTWOOD/ARBOR HEIGHTS","",1,NA,NA,NA
"ROXHILL/WESTWOOD/ARBOR HEIGHTS","AGGRAVATED ASSAULT",166,7,7,8
"ROXHILL/WESTWOOD/ARBOR HEIGHTS","AGGRAVATED ASSAULT-DV",117,5,5,6
"ROXHILL/WESTWOOD/ARBOR HEIGHTS","ARSON",26,8,8,10
"ROXHILL/WESTWOOD/ARBOR HEIGHTS","BURGLARY-COMMERCIAL",244,1,1,3
"ROXHILL/WESTWOOD/ARBOR HEIGHTS","BURGLARY-COMMERCIAL-SECURE PARKING",1,1,1,3
"ROXHILL/WESTWOOD/ARBOR HEIGHTS","BURGLARY-RESIDENTIAL",1062,8,7,4
"ROXHILL/WESTWOOD/ARBOR HEIGHTS","BURGLARY-RESIDENTIAL-SECURE PARKING",29,8,7,4
"ROXHILL/WESTWOOD/ARBOR HEIGHTS","CAR PROWL",1912,5,5,5
"ROXHILL/WESTWOOD/ARBOR HEIGHTS","DISORDERLY CONDUCT",2,3,4,4
"ROXHILL/WESTWOOD/ARBOR HEIGHTS","DUI",90,6,7,5
"ROXHILL/WESTWOOD/ARBOR HEIGHTS","FAMILY OFFENSE-NONVIOLENT",159,3,4,4
"ROXHILL/WESTWOOD/ARBOR HEIGHTS","HOMICIDE",3,10,10,10
"ROXHILL/WESTWOOD/ARBOR HEIGHTS","LIQUOR LAW VIOLATION",18,1,2,2
"ROXHILL/WESTWOOD/ARBOR HEIGHTS","LOITERING",3,0,0,0
"ROXHILL/WESTWOOD/ARBOR HEIGHTS","MOTOR VEHICLE THEFT",797,1,2,2
"ROXHILL/WESTWOOD/ARBOR HEIGHTS","NARCOTIC",94,10,9,8
"ROXHILL/WESTWOOD/ARBOR HEIGHTS","PORNOGRAPHY",3,0,0,0
"ROXHILL/WESTWOOD/ARBOR HEIGHTS","PROSTITUTION",2,8,7,7
"ROXHILL/WESTWOOD/ARBOR HEIGHTS","RAPE",35,9,8,9
"ROXHILL/WESTWOOD/ARBOR HEIGHTS","ROBBERY-COMMERCIAL",117,5,5,5
"ROXHILL/WESTWOOD/ARBOR HEIGHTS","ROBBERY-RESIDENTIAL",14,8,7,9
"ROXHILL/WESTWOOD/ARBOR HEIGHTS","ROBBERY-STREET",141,7,7,9
"ROXHILL/WESTWOOD/ARBOR HEIGHTS","SEX OFFENSE-OTHER",109,8,6,6
"ROXHILL/WESTWOOD/ARBOR HEIGHTS","THEFT-ALL OTHER",802,3,2,3
"ROXHILL/WESTWOOD/ARBOR HEIGHTS","THEFT-BICYCLE",89,2,4,2
"ROXHILL/WESTWOOD/ARBOR HEIGHTS","THEFT-BUILDING",335,5,4,5
"ROXHILL/WESTWOOD/ARBOR HEIGHTS","THEFT-SHOPLIFT",1550,1,2,1
"ROXHILL/WESTWOOD/ARBOR HEIGHTS","TRESPASS",219,4,2,5
"ROXHILL/WESTWOOD/ARBOR HEIGHTS","WEAPON",80,9,8,9
"SANDPOINT","",3,NA,NA,NA
"SANDPOINT","AGGRAVATED ASSAULT",108,7,7,8
"SANDPOINT","AGGRAVATED ASSAULT-DV",126,5,5,6
"SANDPOINT","ARSON",19,8,8,10
"SANDPOINT","BURGLARY-COMMERCIAL",400,1,1,3
"SANDPOINT","BURGLARY-COMMERCIAL-SECURE PARKING",7,1,1,3
"SANDPOINT","BURGLARY-RESIDENTIAL",2306,8,7,4
"SANDPOINT","BURGLARY-RESIDENTIAL-SECURE PARKING",54,8,7,4
"SANDPOINT","CAR PROWL",3559,5,5,5
"SANDPOINT","DISORDERLY CONDUCT",2,3,4,4
"SANDPOINT","DUI",173,6,7,5
"SANDPOINT","FAMILY OFFENSE-NONVIOLENT",491,3,4,4
"SANDPOINT","HOMICIDE",2,10,10,10
"SANDPOINT","LIQUOR LAW VIOLATION",9,1,2,2
"SANDPOINT","MOTOR VEHICLE THEFT",848,1,2,2
"SANDPOINT","NARCOTIC",52,10,9,8
"SANDPOINT","PORNOGRAPHY",1,0,0,0
"SANDPOINT","PROSTITUTION",10,8,7,7
"SANDPOINT","RAPE",32,9,8,9
"SANDPOINT","ROBBERY-COMMERCIAL",51,5,5,5
"SANDPOINT","ROBBERY-RESIDENTIAL",18,8,7,9
"SANDPOINT","ROBBERY-STREET",79,7,7,9
"SANDPOINT","SEX OFFENSE-OTHER",160,8,6,6
"SANDPOINT","THEFT-ALL OTHER",1121,3,2,3
"SANDPOINT","THEFT-BICYCLE",324,2,4,2
"SANDPOINT","THEFT-BUILDING",257,5,4,5
"SANDPOINT","THEFT-SHOPLIFT",296,1,2,1
"SANDPOINT","TRESPASS",113,4,2,5
"SANDPOINT","WEAPON",28,9,8,9
"SLU/CASCADE","",12,NA,NA,NA
"SLU/CASCADE","AGGRAVATED ASSAULT",810,7,7,8
"SLU/CASCADE","AGGRAVATED ASSAULT-DV",224,5,5,6
"SLU/CASCADE","ARSON",37,8,8,10
"SLU/CASCADE","BURGLARY-COMMERCIAL",1134,1,1,3
"SLU/CASCADE","BURGLARY-COMMERCIAL-SECURE PARKING",231,1,1,3
"SLU/CASCADE","BURGLARY-RESIDENTIAL",545,8,7,4
"SLU/CASCADE","BURGLARY-RESIDENTIAL-SECURE PARKING",632,8,7,4
"SLU/CASCADE","CAR PROWL",7664,5,5,5
"SLU/CASCADE","DISORDERLY CONDUCT",19,3,4,4
"SLU/CASCADE","DUI",699,6,7,5
"SLU/CASCADE","FAMILY OFFENSE-NONVIOLENT",180,3,4,4
"SLU/CASCADE","HOMICIDE",10,10,10,10
"SLU/CASCADE","LIQUOR LAW VIOLATION",90,1,2,2
"SLU/CASCADE","LOITERING",7,0,0,0
"SLU/CASCADE","MOTOR VEHICLE THEFT",966,1,2,2
"SLU/CASCADE","NARCOTIC",970,10,9,8
"SLU/CASCADE","PORNOGRAPHY",4,0,0,0
"SLU/CASCADE","PROSTITUTION",620,8,7,7
"SLU/CASCADE","RAPE",110,9,8,9
"SLU/CASCADE","ROBBERY-COMMERCIAL",175,5,5,5
"SLU/CASCADE","ROBBERY-RESIDENTIAL",39,8,7,9
"SLU/CASCADE","ROBBERY-STREET",589,7,7,9
"SLU/CASCADE","SEX OFFENSE-OTHER",315,8,6,6
"SLU/CASCADE","THEFT-ALL OTHER",2360,3,2,3
"SLU/CASCADE","THEFT-BICYCLE",742,2,4,2
"SLU/CASCADE","THEFT-BUILDING",1353,5,4,5
"SLU/CASCADE","THEFT-SHOPLIFT",1646,1,2,1
"SLU/CASCADE","TRESPASS",954,4,2,5
"SLU/CASCADE","WEAPON",206,9,8,9
"SODO","",1,NA,NA,NA
"SODO","AGGRAVATED ASSAULT",440,7,7,8
"SODO","AGGRAVATED ASSAULT-DV",88,5,5,6
"SODO","ARSON",25,8,8,10
"SODO","BURGLARY-COMMERCIAL",781,1,1,3
"SODO","BURGLARY-COMMERCIAL-SECURE PARKING",13,1,1,3
"SODO","BURGLARY-RESIDENTIAL",26,8,7,4
"SODO","BURGLARY-RESIDENTIAL-SECURE PARKING",1,8,7,4
"SODO","CAR PROWL",3233,5,5,5
"SODO","DISORDERLY CONDUCT",3,3,4,4
"SODO","DUI",372,6,7,5
"SODO","FAMILY OFFENSE-NONVIOLENT",48,3,4,4
"SODO","HOMICIDE",13,10,10,10
"SODO","LIQUOR LAW VIOLATION",34,1,2,2
"SODO","MOTOR VEHICLE THEFT",648,1,2,2
"SODO","NARCOTIC",288,10,9,8
"SODO","PORNOGRAPHY",3,0,0,0
"SODO","PROSTITUTION",18,8,7,7
"SODO","RAPE",34,9,8,9
"SODO","ROBBERY-COMMERCIAL",89,5,5,5
"SODO","ROBBERY-RESIDENTIAL",3,8,7,9
"SODO","ROBBERY-STREET",184,7,7,9
"SODO","SEX OFFENSE-OTHER",76,8,6,6
"SODO","THEFT-ALL OTHER",903,3,2,3
"SODO","THEFT-BICYCLE",114,2,4,2
"SODO","THEFT-BUILDING",343,5,4,5
"SODO","THEFT-SHOPLIFT",648,1,2,1
"SODO","TRESPASS",336,4,2,5
"SODO","WEAPON",124,9,8,9
"SOUTH BEACON HILL","AGGRAVATED ASSAULT",56,7,7,8
"SOUTH BEACON HILL","AGGRAVATED ASSAULT-DV",83,5,5,6
"SOUTH BEACON HILL","ARSON",10,8,8,10
"SOUTH BEACON HILL","BURGLARY-COMMERCIAL",55,1,1,3
"SOUTH BEACON HILL","BURGLARY-RESIDENTIAL",650,8,7,4
"SOUTH BEACON HILL","CAR PROWL",404,5,5,5
"SOUTH BEACON HILL","DUI",59,6,7,5
"SOUTH BEACON HILL","FAMILY OFFENSE-NONVIOLENT",94,3,4,4
"SOUTH BEACON HILL","HOMICIDE",4,10,10,10
"SOUTH BEACON HILL","LIQUOR LAW VIOLATION",2,1,2,2
"SOUTH BEACON HILL","MOTOR VEHICLE THEFT",246,1,2,2
"SOUTH BEACON HILL","NARCOTIC",49,10,9,8
"SOUTH BEACON HILL","PORNOGRAPHY",1,0,0,0
"SOUTH BEACON HILL","RAPE",12,9,8,9
"SOUTH BEACON HILL","ROBBERY-COMMERCIAL",2,5,5,5
"SOUTH BEACON HILL","ROBBERY-RESIDENTIAL",19,8,7,9
"SOUTH BEACON HILL","ROBBERY-STREET",96,7,7,9
"SOUTH BEACON HILL","SEX OFFENSE-OTHER",40,8,6,6
"SOUTH BEACON HILL","THEFT-ALL OTHER",244,3,2,3
"SOUTH BEACON HILL","THEFT-BICYCLE",4,2,4,2
"SOUTH BEACON HILL","THEFT-BUILDING",52,5,4,5
"SOUTH BEACON HILL","THEFT-SHOPLIFT",9,1,2,1
"SOUTH BEACON HILL","TRESPASS",34,4,2,5
"SOUTH BEACON HILL","WEAPON",26,9,8,9
"SOUTH DELRIDGE","",1,NA,NA,NA
"SOUTH DELRIDGE","AGGRAVATED ASSAULT",67,7,7,8
"SOUTH DELRIDGE","AGGRAVATED ASSAULT-DV",52,5,5,6
"SOUTH DELRIDGE","ARSON",6,8,8,10
"SOUTH DELRIDGE","BURGLARY-COMMERCIAL",111,1,1,3
"SOUTH DELRIDGE","BURGLARY-COMMERCIAL-SECURE PARKING",1,1,1,3
"SOUTH DELRIDGE","BURGLARY-RESIDENTIAL",174,8,7,4
"SOUTH DELRIDGE","BURGLARY-RESIDENTIAL-SECURE PARKING",6,8,7,4
"SOUTH DELRIDGE","CAR PROWL",373,5,5,5
"SOUTH DELRIDGE","DISORDERLY CONDUCT",1,3,4,4
"SOUTH DELRIDGE","DUI",37,6,7,5
"SOUTH DELRIDGE","FAMILY OFFENSE-NONVIOLENT",54,3,4,4
"SOUTH DELRIDGE","GAMBLE",1,3,3,3
"SOUTH DELRIDGE","HOMICIDE",3,10,10,10
"SOUTH DELRIDGE","LIQUOR LAW VIOLATION",6,1,2,2
"SOUTH DELRIDGE","LOITERING",1,0,0,0
"SOUTH DELRIDGE","MOTOR VEHICLE THEFT",245,1,2,2
"SOUTH DELRIDGE","NARCOTIC",72,10,9,8
"SOUTH DELRIDGE","PORNOGRAPHY",1,0,0,0
"SOUTH DELRIDGE","PROSTITUTION",13,8,7,7
"SOUTH DELRIDGE","RAPE",6,9,8,9
"SOUTH DELRIDGE","ROBBERY-COMMERCIAL",35,5,5,5
"SOUTH DELRIDGE","ROBBERY-RESIDENTIAL",9,8,7,9
"SOUTH DELRIDGE","ROBBERY-STREET",69,7,7,9
"SOUTH DELRIDGE","SEX OFFENSE-OTHER",34,8,6,6
"SOUTH DELRIDGE","THEFT-ALL OTHER",186,3,2,3
"SOUTH DELRIDGE","THEFT-BICYCLE",19,2,4,2
"SOUTH DELRIDGE","THEFT-BUILDING",62,5,4,5
"SOUTH DELRIDGE","THEFT-SHOPLIFT",189,1,2,1
"SOUTH DELRIDGE","TRESPASS",95,4,2,5
"SOUTH DELRIDGE","WEAPON",44,9,8,9
"SOUTH PARK","",3,NA,NA,NA
"SOUTH PARK","AGGRAVATED ASSAULT",179,7,7,8
"SOUTH PARK","AGGRAVATED ASSAULT-DV",122,5,5,6
"SOUTH PARK","ARSON",15,8,8,10
"SOUTH PARK","BURGLARY-COMMERCIAL",395,1,1,3
"SOUTH PARK","BURGLARY-COMMERCIAL-SECURE PARKING",9,1,1,3
"SOUTH PARK","BURGLARY-RESIDENTIAL",444,8,7,4
"SOUTH PARK","BURGLARY-RESIDENTIAL-SECURE PARKING",1,8,7,4
"SOUTH PARK","CAR PROWL",781,5,5,5
"SOUTH PARK","DUI",106,6,7,5
"SOUTH PARK","FAMILY OFFENSE-NONVIOLENT",105,3,4,4
"SOUTH PARK","HOMICIDE",6,10,10,10
"SOUTH PARK","LIQUOR LAW VIOLATION",14,1,2,2
"SOUTH PARK","MOTOR VEHICLE THEFT",576,1,2,2
"SOUTH PARK","NARCOTIC",130,10,9,8
"SOUTH PARK","PORNOGRAPHY",1,0,0,0
"SOUTH PARK","PROSTITUTION",21,8,7,7
"SOUTH PARK","RAPE",11,9,8,9
"SOUTH PARK","ROBBERY-COMMERCIAL",22,5,5,5
"SOUTH PARK","ROBBERY-RESIDENTIAL",12,8,7,9
"SOUTH PARK","ROBBERY-STREET",93,7,7,9
"SOUTH PARK","SEX OFFENSE-OTHER",61,8,6,6
"SOUTH PARK","THEFT-ALL OTHER",535,3,2,3
"SOUTH PARK","THEFT-BICYCLE",45,2,4,2
"SOUTH PARK","THEFT-BUILDING",109,5,4,5
"SOUTH PARK","THEFT-SHOPLIFT",50,1,2,1
"SOUTH PARK","TRESPASS",109,4,2,5
"SOUTH PARK","WEAPON",74,9,8,9
"UNIVERSITY","",14,NA,NA,NA
"UNIVERSITY","AGGRAVATED ASSAULT",716,7,7,8
"UNIVERSITY","AGGRAVATED ASSAULT-DV",134,5,5,6
"UNIVERSITY","ARSON",78,8,8,10
"UNIVERSITY","BURGLARY-COMMERCIAL",838,1,1,3
"UNIVERSITY","BURGLARY-COMMERCIAL-SECURE PARKING",77,1,1,3
"UNIVERSITY","BURGLARY-RESIDENTIAL",2021,8,7,4
"UNIVERSITY","BURGLARY-RESIDENTIAL-SECURE PARKING",981,8,7,4
"UNIVERSITY","CAR PROWL",4727,5,5,5
"UNIVERSITY","DISORDERLY CONDUCT",11,3,4,4
"UNIVERSITY","DUI",262,6,7,5
"UNIVERSITY","FAMILY OFFENSE-NONVIOLENT",73,3,4,4
"UNIVERSITY","GAMBLE",1,3,3,3
"UNIVERSITY","HOMICIDE",6,10,10,10
"UNIVERSITY","LIQUOR LAW VIOLATION",83,1,2,2
"UNIVERSITY","LOITERING",2,0,0,0
"UNIVERSITY","MOTOR VEHICLE THEFT",1796,1,2,2
"UNIVERSITY","NARCOTIC",499,10,9,8
"UNIVERSITY","PORNOGRAPHY",2,0,0,0
"UNIVERSITY","PROSTITUTION",211,8,7,7
"UNIVERSITY","RAPE",76,9,8,9
"UNIVERSITY","ROBBERY-COMMERCIAL",181,5,5,5
"UNIVERSITY","ROBBERY-RESIDENTIAL",39,8,7,9
"UNIVERSITY","ROBBERY-STREET",514,7,7,9
"UNIVERSITY","SEX OFFENSE-OTHER",217,8,6,6
"UNIVERSITY","THEFT-ALL OTHER",2056,3,2,3
"UNIVERSITY","THEFT-BICYCLE",890,2,4,2
"UNIVERSITY","THEFT-BUILDING",963,5,4,5
"UNIVERSITY","THEFT-SHOPLIFT",2356,1,2,1
"UNIVERSITY","TRESPASS",843,4,2,5
"UNIVERSITY","WEAPON",201,9,8,9
"UNKNOWN","",3,NA,NA,NA
"UNKNOWN","AGGRAVATED ASSAULT",157,7,7,8
"UNKNOWN","AGGRAVATED ASSAULT-DV",58,5,5,6
"UNKNOWN","ARSON",4,8,8,10
"UNKNOWN","BURGLARY-COMMERCIAL",32,1,1,3
"UNKNOWN","BURGLARY-COMMERCIAL-SECURE PARKING",1,1,1,3
"UNKNOWN","BURGLARY-RESIDENTIAL",71,8,7,4
"UNKNOWN","BURGLARY-RESIDENTIAL-SECURE PARKING",7,8,7,4
"UNKNOWN","CAR PROWL",670,5,5,5
"UNKNOWN","DISORDERLY CONDUCT",1,3,4,4
"UNKNOWN","DUI",121,6,7,5
"UNKNOWN","FAMILY OFFENSE-NONVIOLENT",155,3,4,4
"UNKNOWN","LIQUOR LAW VIOLATION",16,1,2,2
"UNKNOWN","LOITERING",1,0,0,0
"UNKNOWN","MOTOR VEHICLE THEFT",85,1,2,2
"UNKNOWN","NARCOTIC",457,10,9,8
"UNKNOWN","PORNOGRAPHY",20,0,0,0
"UNKNOWN","PROSTITUTION",115,8,7,7
"UNKNOWN","RAPE",193,9,8,9
"UNKNOWN","ROBBERY-COMMERCIAL",5,5,5,5
"UNKNOWN","ROBBERY-RESIDENTIAL",4,8,7,9
"UNKNOWN","ROBBERY-STREET",135,7,7,9
"UNKNOWN","SEX OFFENSE-OTHER",378,8,6,6
"UNKNOWN","THEFT-ALL OTHER",423,3,2,3
"UNKNOWN","THEFT-BICYCLE",23,2,4,2
"UNKNOWN","THEFT-BUILDING",44,5,4,5
"UNKNOWN","THEFT-SHOPLIFT",31,1,2,1
"UNKNOWN","TRESPASS",61,4,2,5
"UNKNOWN","WEAPON",95,9,8,9
"WALLINGFORD","",5,NA,NA,NA
"WALLINGFORD","AGGRAVATED ASSAULT",166,7,7,8
"WALLINGFORD","AGGRAVATED ASSAULT-DV",64,5,5,6
"WALLINGFORD","ARSON",18,8,8,10
"WALLINGFORD","BURGLARY-COMMERCIAL",598,1,1,3
"WALLINGFORD","BURGLARY-COMMERCIAL-SECURE PARKING",22,1,1,3
"WALLINGFORD","BURGLARY-RESIDENTIAL",1088,8,7,4
"WALLINGFORD","BURGLARY-RESIDENTIAL-SECURE PARKING",220,8,7,4
"WALLINGFORD","CAR PROWL",3766,5,5,5
"WALLINGFORD","DISORDERLY CONDUCT",2,3,4,4
"WALLINGFORD","DUI",217,6,7,5
"WALLINGFORD","FAMILY OFFENSE-NONVIOLENT",67,3,4,4
"WALLINGFORD","HOMICIDE",3,10,10,10
"WALLINGFORD","LIQUOR LAW VIOLATION",26,1,2,2
"WALLINGFORD","LOITERING",1,0,0,0
"WALLINGFORD","MOTOR VEHICLE THEFT",1221,1,2,2
"WALLINGFORD","NARCOTIC",95,10,9,8
"WALLINGFORD","PROSTITUTION",3,8,7,7
"WALLINGFORD","RAPE",21,9,8,9
"WALLINGFORD","ROBBERY-COMMERCIAL",51,5,5,5
"WALLINGFORD","ROBBERY-RESIDENTIAL",9,8,7,9
"WALLINGFORD","ROBBERY-STREET",85,7,7,9
"WALLINGFORD","SEX OFFENSE-OTHER",72,8,6,6
"WALLINGFORD","THEFT-ALL OTHER",950,3,2,3
"WALLINGFORD","THEFT-BICYCLE",406,2,4,2
"WALLINGFORD","THEFT-BUILDING",220,5,4,5
"WALLINGFORD","THEFT-SHOPLIFT",330,1,2,1
"WALLINGFORD","TRESPASS",250,4,2,5
"WALLINGFORD","WEAPON",32,9,8,9
